date,phong_ban,sum_duration
2020-11-18,wo_others,318827.59
2020-11-19,wo_ksnn,53305.08
2020-11-19,wo_co_dien,130853.43
2020-11-19,wo_ktts,384.0
2020-11-19,wo_noc,20527.8
2020-11-19,wo_others,312147.92
2020-11-19,wo_vt_cntt,192.0
2020-11-20,wo_vt_cntt,192.0
2020-11-20,wo_ksnn,53213.89
2020-11-20,wo_co_dien,133568.72
2020-11-20,wo_noc,20870.37
2020-11-20,wo_ktts,384.0
2020-11-20,wo_others,307434.96
2020-11-21,wo_ktts,384.0
2020-11-21,wo_co_dien,130387.39
2020-11-21,wo_ksnn,52924.88
2020-11-21,wo_noc,21759.06
2020-11-21,wo_others,302886.2
2020-11-21,wo_vt_cntt,192.0
2020-11-22,wo_others,300103.84
2020-11-22,wo_vt_cntt,175.09
2020-11-22,wo_co_dien,128089.01
2020-11-22,wo_noc,22630.31
2020-11-22,wo_ksnn,51988.92
2020-11-22,wo_ktts,384.0
2020-11-23,wo_ktts,384.0
2020-11-23,wo_noc,21288.39
2020-11-23,wo_vt_cntt,168.0
2020-11-23,wo_co_dien,124938.45
2020-11-23,wo_others,296401.02
2020-11-23,wo_ksnn,51505.79
2020-11-24,wo_ktts,416.07
2020-11-24,wo_vt_cntt,168.0
2020-11-24,wo_co_dien,119366.36
2020-11-24,wo_ksnn,50429.37
2020-11-24,wo_others,289840.21
2020-11-24,wo_noc,21391.31
2020-11-25,wo_ktts,397.26
2020-11-25,wo_others,281458.21
2020-11-25,wo_vt_cntt,168.0
2020-11-25,wo_noc,21955.14
2020-11-25,wo_ksnn,49394.13
2020-11-25,wo_co_dien,115192.15
2020-11-26,wo_others,274097.61
2020-11-26,wo_co_dien,106698.64
2020-11-26,wo_ktts,384.0
2020-11-26,wo_vt_cntt,168.0
2020-11-26,wo_noc,22606.13
2020-11-26,wo_ksnn,76965.72
2020-11-27,wo_co_dien,97159.47
2020-11-27,wo_ksnn,85007.66
2020-11-27,wo_vt_cntt,168.0
2020-11-27,wo_noc,22525.12
2020-11-27,wo_ktts,384.0
2020-11-27,wo_others,269875.48
2020-11-28,wo_others,264125.48
2020-11-28,wo_noc,22761.04
2020-11-28,wo_vt_cntt,168.0
2020-11-28,wo_ksnn,82896.28
2020-11-28,wo_ktts,384.0
2020-11-28,wo_co_dien,87396.09
2020-11-29,wo_ktts,384.0
2020-11-29,wo_noc,22810.48
2020-11-29,wo_others,256105.47
2020-11-29,wo_co_dien,76854.01
2020-11-29,wo_vt_cntt,168.0
2020-11-29,wo_ksnn,81840.97
2020-11-30,wo_co_dien,69768.87
2020-11-30,wo_others,247835.5
2020-11-30,wo_ksnn,81347.1
2020-11-30,wo_ktts,384.0
2020-11-30,wo_vt_cntt,168.0
2020-11-30,wo_noc,21380.82
2020-12-01,wo_others,244479.12
2020-12-01,wo_ksnn,78364.4
2020-12-01,wo_vt_cntt,168.0
2020-12-01,wo_co_dien,88920.96
2020-12-01,wo_noc,20911.26
2020-12-01,wo_ktts,384.0
2020-12-02,wo_vt_cntt,168.0
2020-12-02,wo_co_dien,124600.34
2020-12-02,wo_noc,20688.32
2020-12-02,wo_others,244071.19
2020-12-02,wo_ktts,384.0
2020-12-02,wo_ksnn,84333.42
2020-12-03,wo_noc,20651.04
2020-12-03,wo_vt_cntt,168.0
2020-12-03,wo_others,274897.5
2020-12-03,wo_co_dien,124396.7
2020-12-03,wo_ktts,384.0
2020-12-03,wo_ksnn,84033.99
2020-12-04,wo_ksnn,83052.22
2020-12-04,wo_ktts,384.0
2020-12-04,wo_others,296336.93
2020-12-04,wo_noc,21570.62
2020-12-04,wo_vt_cntt,168.0
2020-12-04,wo_co_dien,122473.44
2020-12-05,wo_noc,21920.33
2020-12-05,wo_co_dien,121151.97
2020-12-05,wo_ksnn,82265.94
2020-12-05,wo_others,298910.0
2020-12-05,wo_vt_cntt,168.0
2020-12-05,wo_ktts,384.0
2020-12-06,wo_others,306189.95
2020-12-06,wo_ksnn,81467.22
2020-12-06,wo_ktts,384.0
2020-12-06,wo_co_dien,120230.85
2020-12-06,wo_vt_cntt,168.0
2020-12-06,wo_noc,23711.56
2020-12-07,wo_ktts,384.0
2020-12-07,wo_noc,23482.04
2020-12-07,wo_vt_cntt,168.0
2020-12-07,wo_others,317686.07
2020-12-07,wo_co_dien,119016.92
2020-12-07,wo_ksnn,79467.21
2020-12-08,wo_ksnn,77936.04
2020-12-08,wo_noc,23223.45
2020-12-08,wo_co_dien,119191.6
2020-12-08,wo_vt_cntt,168.0
2020-12-08,wo_ktts,384.0
2020-12-08,wo_others,325430.4
2020-12-09,wo_ksnn,76828.17
2020-12-09,wo_ktts,384.0
2020-12-09,wo_vt_cntt,168.0
2020-12-09,wo_noc,23381.43
2020-12-09,wo_co_dien,116312.62
2020-12-09,wo_others,329611.43
2020-12-10,wo_ksnn,74151.28
2020-12-10,wo_noc,21860.95
2020-12-10,wo_ktts,384.1
2020-12-10,wo_others,329849.72
2020-12-10,wo_vt_cntt,168.0
2020-12-10,wo_co_dien,113085.36
2020-12-11,wo_vt_cntt,168.0
2020-12-11,wo_noc,22617.59
2020-12-11,wo_ktts,384.0
2020-12-11,wo_others,328781.34
2020-12-11,wo_ksnn,67765.81
2020-12-11,wo_co_dien,109241.33
2020-12-12,wo_ktts,384.0
2020-12-12,wo_others,326930.03
2020-12-12,wo_noc,21755.43
2020-12-12,wo_ksnn,63701.0
2020-12-12,wo_vt_cntt,168.0
2020-12-12,wo_co_dien,106146.29
2020-12-13,wo_noc,22169.77
2020-12-13,wo_vt_cntt,168.0
2020-12-13,wo_others,324704.52
2020-12-13,wo_co_dien,165740.55
2020-12-13,wo_ktts,384.0
2020-12-13,wo_ksnn,62058.32
2020-12-14,wo_noc,22262.04
2020-12-14,wo_ktts,384.0
2020-12-14,wo_vt_cntt,168.0
2020-12-14,wo_ksnn,60607.57
2020-12-14,wo_others,322324.77
2020-12-14,wo_co_dien,165582.1
2020-12-15,wo_co_dien,161772.64
2020-12-15,wo_ktts,384.0
2020-12-15,wo_noc,22747.12
2020-12-15,wo_ksnn,59958.8
2020-12-15,wo_vt_cntt,163.03
2020-12-15,wo_others,318666.06
2020-12-16,wo_others,321394.74
2020-12-16,wo_ktts,384.0
2020-12-16,wo_ksnn,60616.03
2020-12-16,wo_co_dien,158403.77
2020-12-16,wo_noc,23515.77
2020-12-16,wo_vt_cntt,144.0
2020-12-17,wo_ksnn,60660.52
2020-12-17,wo_co_dien,155467.97
2020-12-17,wo_others,332965.99
2020-12-17,wo_vt_cntt,144.0
2020-12-17,wo_noc,22997.83
2020-12-17,wo_ktts,384.0
2020-12-18,wo_noc,22451.48
2020-12-18,wo_others,329922.46
2020-12-18,wo_vt_cntt,189.33
2020-12-18,wo_ktts,384.0
2020-12-18,wo_co_dien,153404.4
2020-12-18,wo_ksnn,59502.23
2020-12-19,wo_ksnn,58969.42
2020-12-19,wo_noc,22548.46
2020-12-19,wo_vt_cntt,192.0
2020-12-19,wo_others,326669.94
2020-12-19,wo_co_dien,150693.44
2020-12-19,wo_ktts,384.0
2020-12-20,wo_others,324110.42
2020-12-20,wo_ktts,384.0
2020-12-20,wo_noc,22204.77
2020-12-20,wo_vt_cntt,192.0
2020-12-20,wo_ksnn,57766.68
2020-12-20,wo_co_dien,148703.77
2020-12-21,wo_noc,22027.3
2020-12-21,wo_ktts,384.0
2020-12-21,wo_co_dien,146524.93
2020-12-21,wo_vt_cntt,192.0
2020-12-21,wo_ksnn,56214.4
2020-12-21,wo_others,321378.0
2020-12-22,wo_ktts,384.0
2020-12-22,wo_vt_cntt,192.0
2020-12-22,wo_others,318763.12
2020-12-22,wo_co_dien,143763.25
2020-12-22,wo_ksnn,52014.29
2020-12-22,wo_noc,22044.39
2020-12-23,wo_co_dien,141422.04
2020-12-23,wo_noc,22264.23
2020-12-23,wo_vt_cntt,192.0
2020-12-23,wo_ktts,384.0
2020-12-23,wo_others,314278.86
2020-12-23,wo_ksnn,46917.94
2020-12-24,wo_others,306809.21
2020-12-24,wo_ktts,384.0
2020-12-24,wo_ksnn,74929.5
2020-12-24,wo_noc,22087.72
2020-12-24,wo_vt_cntt,192.0
2020-12-24,wo_co_dien,138382.63
2020-12-25,wo_ksnn,83344.52
2020-12-25,wo_vt_cntt,192.0
2020-12-25,wo_ktts,384.0
2020-12-25,wo_noc,23030.71
2020-12-25,wo_others,295362.35
2020-12-25,wo_co_dien,134996.66
2020-12-26,wo_others,282829.3
2020-12-26,wo_co_dien,131764.12
2020-12-26,wo_vt_cntt,192.0
2020-12-26,wo_ktts,384.0
2020-12-26,wo_noc,23818.68
2020-12-26,wo_ksnn,81567.97
2020-12-27,wo_vt_cntt,192.0
2020-12-27,wo_ktts,384.0
2020-12-27,wo_others,277882.63
2020-12-27,wo_ksnn,79415.86
2020-12-27,wo_noc,24446.5
2020-12-27,wo_co_dien,129946.4
2020-12-28,wo_others,270697.47
2020-12-28,wo_ktts,384.0
2020-12-28,wo_co_dien,126374.55
2020-12-28,wo_ksnn,76634.65
2020-12-28,wo_vt_cntt,192.0
2020-12-28,wo_noc,23377.39
2020-12-29,wo_vt_cntt,192.0
2020-12-29,wo_ksnn,73572.2
2020-12-29,wo_ktts,384.0
2020-12-29,wo_noc,23851.97
2020-12-29,wo_others,265123.46
2020-12-29,wo_co_dien,121574.93
2020-12-30,wo_co_dien,117737.93
2020-12-30,wo_ktts,384.0
2020-12-30,wo_ksnn,70712.51
2020-12-30,wo_vt_cntt,180.15
2020-12-30,wo_others,262155.64
2020-12-30,wo_noc,25730.47
2020-12-31,wo_ktts,384.0
2020-12-31,wo_vt_cntt,168.0
2020-12-31,wo_ksnn,69463.22
2020-12-31,wo_noc,23127.08
2020-12-31,wo_others,260150.93
2020-12-31,wo_co_dien,116470.11
2021-01-01,wo_co_dien,18288.53
2021-01-01,wo_others,122.76
2021-01-01,wo_noc,1857.08
2021-01-02,wo_co_dien,103448.58
2021-01-02,wo_ksnn,0.2
2021-01-02,wo_noc,4302.49
2021-01-02,wo_others,20473.26
2021-01-03,wo_co_dien,117906.19
2021-01-03,wo_ksnn,0.99
2021-01-03,wo_noc,5396.99
2021-01-03,wo_others,30552.66
2021-01-04,wo_others,32545.27
2021-01-04,wo_noc,5508.71
2021-01-04,wo_ksnn,196.69
2021-01-04,wo_co_dien,118451.85
2021-01-05,wo_ksnn,5275.62
2021-01-05,wo_co_dien,117479.33
2021-01-05,wo_noc,5816.73
2021-01-05,wo_others,37191.37
2021-01-06,wo_co_dien,115978.82
2021-01-06,wo_noc,6165.84
2021-01-06,wo_others,43774.04
2021-01-06,wo_ksnn,6910.64
2021-01-07,wo_others,59776.02
2021-01-07,wo_noc,6246.63
2021-01-07,wo_ksnn,7149.67
2021-01-07,wo_co_dien,114439.49
2021-01-08,wo_co_dien,117576.41
2021-01-08,wo_ksnn,7986.24
2021-01-08,wo_noc,6914.14
2021-01-08,wo_others,67167.48
2021-01-09,wo_others,71980.54
2021-01-09,wo_noc,7355.73
2021-01-09,wo_ksnn,8673.1
2021-01-09,wo_co_dien,117743.37
2021-01-10,wo_co_dien,116938.65
2021-01-10,wo_noc,6999.37
2021-01-10,wo_others,72721.28
2021-01-10,wo_ksnn,8151.8
2021-01-11,wo_co_dien,115500.76
2021-01-11,wo_noc,6963.29
2021-01-11,wo_ksnn,8063.33
2021-01-11,wo_others,72452.44
2021-01-12,wo_others,71410.32
2021-01-12,wo_ksnn,9405.44
2021-01-12,wo_co_dien,112738.4
2021-01-12,wo_noc,7629.2
2021-01-13,wo_co_dien,110322.54
2021-01-13,wo_noc,7591.71
2021-01-13,wo_others,72200.24
2021-01-13,wo_ksnn,11220.41
2021-01-14,wo_others,71106.56
2021-01-14,wo_co_dien,108228.05
2021-01-14,wo_ksnn,12617.0
2021-01-14,wo_noc,7418.99
2021-01-15,wo_ksnn,14407.59
2021-01-15,wo_noc,7615.37
2021-01-15,wo_co_dien,107057.67
2021-01-15,wo_others,68770.18
2021-01-16,wo_others,66306.35
2021-01-16,wo_ksnn,14708.89
2021-01-16,wo_noc,7842.78
2021-01-16,wo_co_dien,124583.14
2021-01-17,wo_co_dien,133505.63
2021-01-17,wo_others,64396.02
2021-01-17,wo_noc,8639.7
2021-01-17,wo_ksnn,13899.0
2021-01-18,wo_vt_cntt,45.32
2021-01-18,wo_ksnn,12966.06
2021-01-18,wo_noc,8409.01
2021-01-18,wo_others,63418.76
2021-01-18,wo_co_dien,130085.61
2021-01-19,wo_vt_cntt,48.0
2021-01-19,wo_co_dien,125433.66
2021-01-19,wo_noc,9186.01
2021-01-19,wo_others,61625.75
2021-01-19,wo_ksnn,14078.63
2021-01-20,wo_noc,9867.04
2021-01-20,wo_co_dien,121780.53
2021-01-20,wo_ksnn,15540.84
2021-01-20,wo_others,61706.36
2021-01-20,wo_vt_cntt,48.0
2021-01-21,wo_noc,9812.93
2021-01-21,wo_ksnn,43558.86
2021-01-21,wo_others,59586.72
2021-01-21,wo_vt_cntt,48.0
2021-01-21,wo_co_dien,116957.38
2021-01-22,wo_ksnn,53634.48
2021-01-22,wo_others,58570.11
2021-01-22,wo_co_dien,111812.6
2021-01-22,wo_noc,9433.16
2021-01-22,wo_vt_cntt,48.0
2021-01-23,wo_others,57823.41
2021-01-23,wo_vt_cntt,48.0
2021-01-23,wo_noc,8935.9
2021-01-23,wo_co_dien,107828.54
2021-01-23,wo_ksnn,53263.42
2021-01-24,wo_vt_cntt,48.0
2021-01-24,wo_others,52588.31
2021-01-24,wo_ksnn,50947.38
2021-01-24,wo_co_dien,103526.55
2021-01-24,wo_noc,8877.25
2021-01-25,wo_others,47432.5
2021-01-25,wo_vt_cntt,48.0
2021-01-25,wo_noc,10427.27
2021-01-25,wo_co_dien,98778.58
2021-01-25,wo_ksnn,48482.27
2021-01-26,wo_co_dien,91576.34
2021-01-26,wo_others,40319.08
2021-01-26,wo_vt_cntt,48.0
2021-01-26,wo_ksnn,45962.65
2021-01-26,wo_noc,12150.18
2021-01-27,wo_noc,9978.7
2021-01-27,wo_vt_cntt,48.0
2021-01-27,wo_others,39367.15
2021-01-27,wo_co_dien,82823.64
2021-01-27,wo_ksnn,43546.23
2021-01-28,wo_noc,10051.46
2021-01-28,wo_others,39681.85
2021-01-28,wo_ksnn,40557.77
2021-01-28,wo_co_dien,72722.88
2021-01-28,wo_vt_cntt,48.0
2021-01-29,wo_vt_cntt,48.0
2021-01-29,wo_noc,9570.26
2021-01-29,wo_others,36447.67
2021-01-29,wo_ksnn,36904.79
2021-01-29,wo_co_dien,60438.03
2021-01-30,wo_others,29211.7
2021-01-30,wo_vt_cntt,48.0
2021-01-30,wo_ksnn,31048.18
2021-01-30,wo_noc,9066.98
2021-01-30,wo_co_dien,50982.81
2021-01-31,wo_ksnn,28814.41
2021-01-31,wo_co_dien,48147.06
2021-01-31,wo_others,26026.55
2021-01-31,wo_vt_cntt,48.0
2021-01-31,wo_noc,9671.27
2021-02-01,wo_ksnn,26403.28
2021-02-01,wo_noc,9514.18
2021-02-01,wo_co_dien,54946.13
2021-02-01,wo_others,25231.43
2021-02-01,wo_vt_cntt,48.0
2021-02-02,wo_ksnn,24082.29
2021-02-02,wo_others,43411.17
2021-02-02,wo_noc,9682.72
2021-02-02,wo_vt_cntt,48.0
2021-02-02,wo_co_dien,85362.28
2021-02-03,wo_ksnn,22485.92
2021-02-03,wo_co_dien,86945.77
2021-02-03,wo_vt_cntt,48.0
2021-02-03,wo_others,51670.64
2021-02-03,wo_noc,9416.26
2021-02-04,wo_noc,9519.5
2021-02-04,wo_others,52876.88
2021-02-04,wo_co_dien,85589.51
2021-02-04,wo_ksnn,20828.86
2021-02-04,wo_vt_cntt,48.0
2021-02-05,wo_others,55197.12
2021-02-05,wo_co_dien,81991.26
2021-02-05,wo_noc,8910.66
2021-02-05,wo_ksnn,19431.59
2021-02-05,wo_vt_cntt,48.0
2021-02-06,wo_noc,8443.65
2021-02-06,wo_vt_cntt,48.0
2021-02-06,wo_co_dien,78896.84
2021-02-06,wo_ksnn,17649.68
2021-02-06,wo_others,57843.62
2021-02-07,wo_ksnn,15907.51
2021-02-07,wo_co_dien,76536.6
2021-02-07,wo_vt_cntt,48.0
2021-02-07,wo_noc,8622.73
2021-02-07,wo_others,57638.3
2021-02-08,wo_ksnn,12014.64
2021-02-08,wo_noc,7453.87
2021-02-08,wo_co_dien,73327.57
2021-02-08,wo_others,57101.42
2021-02-08,wo_vt_cntt,42.37
2021-02-09,wo_co_dien,69883.41
2021-02-09,wo_noc,8011.63
2021-02-09,wo_vt_cntt,24.0
2021-02-09,wo_ksnn,8076.13
2021-02-09,wo_others,58165.85
2021-02-10,wo_noc,8248.73
2021-02-10,wo_co_dien,66895.74
2021-02-10,wo_others,58686.89
2021-02-10,wo_ksnn,6435.72
2021-02-10,wo_vt_cntt,24.0
2021-02-11,wo_others,58210.95
2021-02-11,wo_co_dien,65342.24
2021-02-11,wo_vt_cntt,24.0
2021-02-11,wo_ksnn,5574.51
2021-02-11,wo_noc,7783.51
2021-02-12,wo_co_dien,65035.14
2021-02-12,wo_ksnn,5291.27
2021-02-12,wo_vt_cntt,24.0
2021-02-12,wo_others,58091.75
2021-02-12,wo_noc,8581.07
2021-02-13,wo_vt_cntt,16.82
2021-02-13,wo_others,58005.33
2021-02-13,wo_noc,8841.34
2021-02-13,wo_ksnn,5265.74
2021-02-13,wo_co_dien,64717.35
2021-02-14,wo_others,57931.96
2021-02-14,wo_co_dien,64130.67
2021-02-14,wo_noc,9413.24
2021-02-14,wo_ksnn,5207.32
2021-02-15,wo_ksnn,5004.54
2021-02-15,wo_others,57893.03
2021-02-15,wo_noc,9837.06
2021-02-15,wo_co_dien,64006.79
2021-02-16,wo_others,57880.77
2021-02-16,wo_noc,10112.19
2021-02-16,wo_co_dien,63972.35
2021-02-16,wo_ksnn,4411.85
2021-02-17,wo_ksnn,2659.74
2021-02-17,wo_others,59581.84
2021-02-17,wo_noc,8640.13
2021-02-17,wo_co_dien,63503.8
2021-02-18,wo_co_dien,61953.1
2021-02-18,wo_others,60845.11
2021-02-18,wo_ksnn,68132.01
2021-02-18,wo_noc,7437.32
2021-02-18,wo_vt_cntt,45.31
2021-02-19,wo_others,63132.76
2021-02-19,wo_vt_cntt,48.0
2021-02-19,wo_ksnn,91382.91
2021-02-19,wo_noc,6926.84
2021-02-19,wo_co_dien,59781.51
2021-02-20,wo_co_dien,57934.81
2021-02-20,wo_ksnn,89178.84
2021-02-20,wo_others,61423.82
2021-02-20,wo_vt_cntt,48.0
2021-02-20,wo_noc,7598.71
2021-02-21,wo_others,60988.79
2021-02-21,wo_vt_cntt,48.0
2021-02-21,wo_noc,8124.09
2021-02-21,wo_co_dien,56579.75
2021-02-21,wo_ksnn,87528.84
2021-02-22,wo_ksnn,83442.1
2021-02-22,wo_others,64977.96
2021-02-22,wo_noc,8653.04
2021-02-22,wo_vt_cntt,48.0
2021-02-22,wo_co_dien,54694.48
2021-02-23,wo_ksnn,80115.95
2021-02-23,wo_co_dien,51206.47
2021-02-23,wo_others,69052.71
2021-02-23,wo_vt_cntt,48.0
2021-02-23,wo_noc,9060.85
2021-02-24,wo_co_dien,48200.8
2021-02-24,wo_noc,9747.2
2021-02-24,wo_vt_cntt,48.0
2021-02-24,wo_ksnn,78395.31
2021-02-24,wo_others,66560.23
2021-02-25,wo_vt_cntt,48.0
2021-02-25,wo_others,60823.08
2021-02-25,wo_co_dien,45234.45
2021-02-25,wo_ksnn,75896.75
2021-02-25,wo_noc,10460.77
2021-02-26,wo_vt_cntt,48.0
2021-02-26,wo_others,53053.9
2021-02-26,wo_ksnn,72791.37
2021-02-26,wo_noc,10009.18
2021-02-26,wo_co_dien,42322.43
2021-02-27,wo_others,44938.18
2021-02-27,wo_ksnn,70145.18
2021-02-27,wo_noc,9549.01
2021-02-27,wo_co_dien,38671.56
2021-02-27,wo_vt_cntt,48.0
2021-02-28,wo_ksnn,67754.36
2021-02-28,wo_noc,8412.09
2021-02-28,wo_vt_cntt,48.0
2021-02-28,wo_others,34969.76
2021-02-28,wo_co_dien,35404.28
2021-03-01,wo_vt_cntt,48.0
2021-03-01,wo_others,29506.52
2021-03-01,wo_noc,8306.6
2021-03-01,wo_co_dien,48752.32
2021-03-01,wo_ksnn,64745.27
2021-03-02,wo_co_dien,80294.74
2021-03-02,wo_noc,8320.99
2021-03-02,wo_ksnn,61062.18
2021-03-02,wo_others,51770.17
2021-03-02,wo_vt_cntt,48.0
2021-03-03,wo_others,75206.29
2021-03-03,wo_noc,9286.2
2021-03-03,wo_ksnn,57615.18
2021-03-03,wo_vt_cntt,48.0
2021-03-03,wo_co_dien,116159.83
2021-03-04,wo_ksnn,54623.93
2021-03-04,wo_co_dien,120230.37
2021-03-04,wo_vt_cntt,48.0
2021-03-04,wo_noc,9897.25
2021-03-04,wo_others,79923.92
2021-03-05,wo_ksnn,51733.86
2021-03-05,wo_noc,9288.64
2021-03-05,wo_others,86006.91
2021-03-05,wo_vt_cntt,33.89
2021-03-05,wo_co_dien,150580.91
2021-03-06,wo_noc,9182.95
2021-03-06,wo_others,94218.95
2021-03-06,wo_ksnn,49879.88
2021-03-06,wo_co_dien,208190.41
2021-03-06,wo_vt_cntt,24.0
2021-03-07,wo_noc,9617.13
2021-03-07,wo_others,95197.88
2021-03-07,wo_ksnn,48381.26
2021-03-07,wo_co_dien,208178.27
2021-03-07,wo_vt_cntt,24.0
2021-03-08,wo_others,101529.54
2021-03-08,wo_co_dien,207102.54
2021-03-08,wo_ksnn,46564.04
2021-03-08,wo_vt_cntt,24.0
2021-03-08,wo_noc,8540.49
2021-03-09,wo_vt_cntt,24.0
2021-03-09,wo_co_dien,202937.86
2021-03-09,wo_others,111396.02
2021-03-09,wo_ksnn,43745.87
2021-03-09,wo_noc,8768.93
2021-03-10,wo_noc,9756.32
2021-03-10,wo_co_dien,200173.63
2021-03-10,wo_ksnn,41474.63
2021-03-10,wo_vt_cntt,15.56
2021-03-10,wo_others,158065.24
2021-03-11,wo_noc,9553.01
2021-03-11,wo_co_dien,190680.53
2021-03-11,wo_others,158297.72
2021-03-11,wo_ksnn,39148.77
2021-03-12,wo_others,157188.04
2021-03-12,wo_ksnn,35807.8
2021-03-12,wo_noc,9412.52
2021-03-12,wo_co_dien,183245.61
2021-03-13,wo_others,156853.95
2021-03-13,wo_co_dien,180967.06
2021-03-13,wo_ksnn,32857.61
2021-03-13,wo_noc,10716.45
2021-03-14,wo_others,155972.38
2021-03-14,wo_noc,10198.2
2021-03-14,wo_ksnn,31316.38
2021-03-14,wo_co_dien,179769.09
2021-03-15,wo_others,170399.93
2021-03-15,wo_ksnn,29697.88
2021-03-15,wo_noc,9609.18
2021-03-15,wo_co_dien,178337.13
2021-03-16,wo_others,214951.9
2021-03-16,wo_ksnn,26156.25
2021-03-16,wo_co_dien,176060.46
2021-03-16,wo_noc,9298.26
2021-03-17,wo_ksnn,18873.04
2021-03-17,wo_co_dien,173181.97
2021-03-17,wo_noc,9258.86
2021-03-17,wo_others,196261.86
2021-03-18,wo_others,168295.09
2021-03-18,wo_ksnn,106570.81
2021-03-18,wo_vt_cntt,22.62
2021-03-18,wo_noc,9013.27
2021-03-18,wo_co_dien,169732.42
2021-03-19,wo_co_dien,166294.93
2021-03-19,wo_ksnn,110143.22
2021-03-19,wo_vt_cntt,24.0
2021-03-19,wo_noc,10365.09
2021-03-19,wo_others,149518.19
2021-03-20,wo_co_dien,163610.98
2021-03-20,wo_noc,10400.3
2021-03-20,wo_ksnn,108327.29
2021-03-20,wo_vt_cntt,24.0
2021-03-20,wo_others,143474.07
2021-03-21,wo_co_dien,161576.97
2021-03-21,wo_vt_cntt,24.0
2021-03-21,wo_others,138338.89
2021-03-21,wo_ksnn,106065.16
2021-03-21,wo_noc,10678.91
2021-03-22,wo_ksnn,103360.12
2021-03-22,wo_vt_cntt,24.0
2021-03-22,wo_noc,10649.85
2021-03-22,wo_others,134647.51
2021-03-22,wo_co_dien,158383.15
2021-03-23,wo_noc,9710.86
2021-03-23,wo_others,129600.7
2021-03-23,wo_ksnn,99742.49
2021-03-23,wo_vt_cntt,24.0
2021-03-23,wo_co_dien,152857.74
2021-03-24,wo_noc,9750.98
2021-03-24,wo_others,123941.52
2021-03-24,wo_ksnn,97112.82
2021-03-24,wo_co_dien,146694.29
2021-03-24,wo_vt_cntt,24.0
2021-03-25,wo_others,117934.05
2021-03-25,wo_vt_cntt,24.0
2021-03-25,wo_ksnn,94908.03
2021-03-25,wo_co_dien,139816.28
2021-03-25,wo_noc,9459.69
2021-03-26,wo_vt_cntt,24.0
2021-03-26,wo_ksnn,92246.33
2021-03-26,wo_noc,9626.18
2021-03-26,wo_others,110049.24
2021-03-26,wo_co_dien,132109.96
2021-03-27,wo_co_dien,124767.68
2021-03-27,wo_noc,10676.24
2021-03-27,wo_others,97958.28
2021-03-27,wo_vt_cntt,24.0
2021-03-27,wo_ksnn,90628.25
2021-03-28,wo_vt_cntt,24.0
2021-03-28,wo_others,85350.7
2021-03-28,wo_noc,10326.81
2021-03-28,wo_ksnn,88181.54
2021-03-28,wo_co_dien,116936.89
2021-03-29,wo_ksnn,84704.38
2021-03-29,wo_noc,10704.36
2021-03-29,wo_vt_cntt,24.0
2021-03-29,wo_co_dien,106579.35
2021-03-29,wo_others,73400.22
2021-03-30,wo_ksnn,80546.36
2021-03-30,wo_noc,12123.04
2021-03-30,wo_co_dien,90251.62
2021-03-30,wo_others,56752.05
2021-03-30,wo_vt_cntt,24.0
2021-03-31,wo_others,41779.19
2021-03-31,wo_noc,12347.48
2021-03-31,wo_co_dien,75279.57
2021-03-31,wo_vt_cntt,24.0
2021-03-31,wo_ksnn,77849.43
2021-04-01,wo_vt_cntt,24.0
2021-04-01,wo_co_dien,97903.73
2021-04-01,wo_ksnn,74179.47
2021-04-01,wo_noc,13148.76
2021-04-01,wo_others,36433.16
2021-04-02,wo_others,52045.61
2021-04-02,wo_vt_cntt,24.0
2021-04-02,wo_ksnn,71728.73
2021-04-02,wo_co_dien,118526.92
2021-04-02,wo_noc,12971.48
2021-04-03,wo_ksnn,75803.57
2021-04-03,wo_co_dien,109893.38
2021-04-03,wo_noc,12029.82
2021-04-03,wo_others,68230.87
2021-04-03,wo_vt_cntt,24.0
2021-04-04,wo_others,69375.41
2021-04-04,wo_noc,12870.6
2021-04-04,wo_co_dien,103955.83
2021-04-04,wo_ksnn,90871.24
2021-04-04,wo_vt_cntt,24.0
2021-04-05,wo_co_dien,102520.65
2021-04-05,wo_others,72062.37
2021-04-05,wo_vt_cntt,24.0
2021-04-05,wo_noc,12152.61
2021-04-05,wo_ksnn,90178.11
2021-04-06,wo_others,77466.93
2021-04-06,wo_ksnn,88281.25
2021-04-06,wo_co_dien,101296.19
2021-04-06,wo_noc,11365.91
2021-04-06,wo_vt_cntt,24.0
2021-04-07,wo_noc,12001.43
2021-04-07,wo_co_dien,101270.62
2021-04-07,wo_vt_cntt,24.0
2021-04-07,wo_others,87443.36
2021-04-07,wo_ksnn,86470.89
2021-04-08,wo_ksnn,86183.03
2021-04-08,wo_others,113567.79
2021-04-08,wo_noc,12737.38
2021-04-08,wo_vt_cntt,24.0
2021-04-08,wo_co_dien,98248.67
2021-04-09,wo_noc,12160.81
2021-04-09,wo_co_dien,95796.33
2021-04-09,wo_others,143731.95
2021-04-09,wo_ksnn,85637.34
2021-04-09,wo_vt_cntt,24.0
2021-04-10,wo_co_dien,94154.57
2021-04-10,wo_noc,10944.03
2021-04-10,wo_others,148325.79
2021-04-10,wo_ksnn,84842.25
2021-04-10,wo_vt_cntt,13.87
2021-04-11,wo_ksnn,84694.66
2021-04-11,wo_others,146515.2
2021-04-11,wo_co_dien,93304.79
2021-04-11,wo_noc,11860.73
