,date,phong_ban,sum_duration
1522,2020-12-18,wo_vt_cntt,189.33
1523,2020-02-09,wo_vt_cntt,72426.21
1524,2020-03-26,wo_vt_cntt,73272.0
1525,2020-01-04,wo_ksnn,1981.34
1526,2020-01-18,wo_ksnn,6205.45
1527,2020-03-01,wo_ksnn,34761.09
1528,2020-04-03,wo_others,109131.32
1529,2020-10-07,wo_noc,20147.87
1530,2020-07-22,wo_ksnn,46152.61
1531,2020-06-30,wo_vt_cntt,144.0
1532,2020-06-08,wo_co_dien,139351.94
1533,2020-11-18,wo_co_dien,132728.51
1534,2020-07-20,wo_ktts,120.0
1535,2020-01-10,wo_ksnn,5130.49
1536,2020-03-19,wo_ksnn,33980.36
1537,2020-05-09,wo_others,282371.89
1538,2020-05-17,wo_others,306820.15
1539,2020-09-06,wo_noc,22868.62
1540,2020-09-28,wo_ksnn,46460.33
1541,2020-02-04,wo_vt_cntt,83689.33
1542,2020-12-28,wo_vt_cntt,192.0
1543,2020-05-28,wo_co_dien,166427.92
1544,2020-02-24,wo_ksnn,35202.08
1545,2020-03-06,wo_others,201598.3
1546,2020-07-08,wo_others,226568.34
1547,2020-05-02,wo_noc,9455.51
1548,2020-06-13,wo_noc,24400.56
1549,2020-03-14,wo_co_dien,110289.0
1550,2020-03-21,wo_vt_cntt,76084.09
1551,2020-04-21,wo_ktts,24.0
1552,2020-04-26,wo_ktts,24.0
1553,2020-06-16,wo_ktts,96.0
1554,2020-03-22,wo_co_dien,81246.67
1555,2020-03-26,wo_noc,14250.59
1556,2020-08-21,wo_co_dien,129895.91
1557,2020-09-21,wo_co_dien,115626.12
1558,2020-08-24,wo_others,350208.02
1559,2020-07-25,wo_noc,23070.25
1560,2020-12-28,wo_noc,23377.39
1561,2020-05-27,wo_vt_cntt,144.0
1562,2020-11-08,wo_vt_cntt,168.0
1563,2020-01-07,wo_ktts,1.73
1564,2020-01-03,wo_noc,9869.28
1565,2020-02-26,wo_ksnn,35639.94
1566,2020-04-06,wo_others,84095.07
1567,2020-04-23,wo_others,165675.53
1568,2020-07-14,wo_ksnn,48805.17
1569,2020-08-10,wo_vt_cntt,168.0
1570,2020-09-11,wo_vt_cntt,168.0
1571,2020-03-14,wo_ktts,24.07
1572,2020-11-27,wo_ksnn,85007.66
1573,2020-08-29,wo_noc,23628.31
1574,2020-07-11,wo_vt_cntt,144.0
1575,2020-08-22,wo_ktts,360.0
1576,2020-11-28,wo_ktts,384.0
1577,2020-02-27,wo_co_dien,44191.2
1578,2020-09-22,wo_co_dien,111790.6
1579,2020-10-09,wo_co_dien,83343.18
1580,2020-07-28,wo_others,273367.54
1581,2020-11-19,wo_others,312147.92
1582,2020-12-04,wo_others,296336.93
1583,2020-05-27,wo_ksnn,36753.56
1584,2020-07-01,wo_ksnn,41515.87
1585,2020-04-26,wo_vt_cntt,144.0
1586,2020-02-28,wo_ktts,24.0
1587,2020-05-01,wo_ktts,24.0
1588,2020-03-23,wo_others,178511.06
1589,2020-11-23,wo_co_dien,124938.45
1590,2020-05-12,wo_others,276533.7
1591,2020-10-14,wo_others,383146.95
1592,2020-04-17,wo_ksnn,37957.45
1593,2020-05-13,wo_noc,16100.01
1594,2020-07-19,wo_noc,25042.14
1595,2020-09-09,wo_noc,19646.0
1596,2020-05-19,wo_ksnn,37843.98
1597,2020-06-02,wo_ksnn,31682.83
1598,2020-07-30,wo_ksnn,34003.14
1599,2020-05-18,wo_vt_cntt,144.0
1600,2020-12-15,wo_vt_cntt,163.03
1601,2020-08-05,wo_ktts,360.0
1602,2020-11-03,wo_ktts,369.98
1603,2020-02-20,wo_ksnn,29920.58
1604,2020-03-08,wo_co_dien,131620.07
1605,2020-03-18,wo_others,196171.33
1606,2020-08-16,wo_co_dien,150467.9
1607,2020-06-26,wo_others,230862.76
1608,2020-08-05,wo_others,271088.18
1609,2020-09-17,wo_others,416479.97
1610,2020-10-02,wo_others,250993.31
1611,2020-07-30,wo_noc,21602.3
1612,2020-10-27,wo_noc,18232.47
1613,2020-07-19,wo_ksnn,45608.41
1614,2020-10-15,wo_vt_cntt,187.73
1615,2020-07-12,wo_ktts,120.0
1616,2020-12-21,wo_ktts,384.0
1617,2020-04-05,wo_vt_cntt,144.0
1618,2020-04-21,wo_co_dien,35588.59
1619,2020-05-08,wo_co_dien,301741.33
1620,2020-05-28,wo_ksnn,36644.23
1621,2020-10-26,wo_ksnn,26699.89
1622,2020-05-24,wo_vt_cntt,144.0
1623,2020-06-05,wo_ktts,96.0
1624,2020-01-25,wo_co_dien,13367.63
1625,2020-02-21,wo_ktts,24.0
1626,2020-03-09,wo_ktts,24.0
1627,2020-02-27,wo_others,89072.58
1628,2020-06-18,wo_co_dien,174110.19
1629,2020-11-03,wo_co_dien,153339.32
1630,2020-08-27,wo_others,316714.38
1631,2020-11-02,wo_others,264353.16
1632,2020-04-20,wo_ksnn,35602.63
1633,2020-10-06,wo_ksnn,56720.73
1634,2020-10-19,wo_ksnn,38462.74
1635,2020-07-14,wo_vt_cntt,144.0
1636,2020-09-12,wo_vt_cntt,168.0
1637,2020-07-09,wo_ktts,120.88
1638,2020-07-27,wo_ktts,120.0
1639,2020-04-04,wo_others,82890.22
1640,2020-04-12,wo_ksnn,19222.95
1641,2020-06-11,wo_co_dien,128951.82
1642,2020-07-27,wo_co_dien,190601.21
1643,2020-09-07,wo_co_dien,173481.72
1644,2020-04-20,wo_others,164457.48
1645,2020-05-19,wo_others,297445.34
1646,2020-10-22,wo_noc,18675.68
1647,2020-11-18,wo_noc,19735.65
1648,2020-05-12,wo_ksnn,20587.86
1649,2020-06-26,wo_vt_cntt,144.0
1650,2020-07-19,wo_ktts,120.0
1651,2020-11-11,wo_ktts,415.63
1652,2020-12-04,wo_ktts,384.0
1653,2020-04-08,wo_noc,13984.84
1654,2020-04-03,wo_co_dien,54917.62
1655,2020-07-25,wo_co_dien,212145.34
1656,2020-12-30,wo_co_dien,117737.93
1657,2020-08-04,wo_others,252993.76
1658,2020-06-02,wo_noc,19148.84
1659,2020-06-26,wo_noc,26765.02
1660,2020-08-30,wo_ksnn,24703.6
1661,2020-11-11,wo_vt_cntt,168.0
1662,2020-07-30,wo_ktts,120.3
1663,2020-08-13,wo_ktts,360.0
1664,2020-08-30,wo_ktts,360.0
1665,2020-10-17,wo_ktts,360.0
1666,2020-01-30,wo_vt_cntt,76914.58
1667,2020-04-06,wo_vt_cntt,144.0
1668,2020-04-04,wo_ksnn,31167.68
1669,2020-02-14,wo_others,153813.9
1670,2020-03-03,wo_others,74301.37
1671,2020-04-07,wo_others,88231.95
1672,2020-12-08,wo_others,325430.4
1673,2020-01-16,wo_co_dien,120690.57
1674,2020-06-16,wo_noc,21488.41
1675,2020-04-15,wo_vt_cntt,120.0
1676,2020-06-25,wo_co_dien,161250.99
1677,2020-08-15,wo_co_dien,153095.15
1678,2020-03-06,wo_ktts,24.0
1679,2020-12-23,wo_ksnn,46917.94
1680,2020-03-25,wo_others,169884.73
1681,2020-05-14,wo_co_dien,268055.29
1682,2020-10-27,wo_co_dien,65247.1
1683,2020-05-30,wo_others,209840.54
1684,2020-10-16,wo_ksnn,44014.18
1685,2020-06-06,wo_vt_cntt,144.0
1686,2020-01-22,wo_ksnn,5023.79
1687,2020-01-08,wo_others,8717.84
1688,2020-02-25,wo_others,110310.31
1689,2020-12-13,wo_noc,22169.77
1690,2020-09-02,wo_ksnn,21699.49
1691,2020-10-13,wo_ksnn,47895.32
1692,2020-04-07,wo_vt_cntt,144.0
1693,2020-07-16,wo_vt_cntt,144.0
1694,2020-08-06,wo_vt_cntt,192.0
1695,2020-12-25,wo_co_dien,134996.66
1696,2020-10-26,wo_co_dien,68982.69
1697,2020-06-24,wo_others,236352.39
1698,2020-11-26,wo_others,274097.61
1699,2020-10-17,wo_vt_cntt,168.0
1700,2020-08-12,wo_ktts,360.0
1701,2020-03-13,wo_vt_cntt,76248.0
1702,2020-04-08,wo_vt_cntt,144.0
1703,2020-03-11,wo_ktts,24.0
1704,2020-01-23,wo_ksnn,26120.95
1705,2020-01-26,wo_others,13329.73
1706,2020-02-11,wo_others,31445.76
1707,2020-06-05,wo_others,220239.48
1708,2020-06-14,wo_others,279049.46
1709,2020-01-26,wo_co_dien,13244.33
1710,2020-09-14,wo_noc,21897.72
1711,2020-12-24,wo_noc,22087.72
1712,2020-04-27,wo_ksnn,30531.98
1713,2020-03-15,wo_co_dien,108215.21
1714,2020-05-16,wo_vt_cntt,144.0
1715,2020-12-26,wo_ksnn,81567.97
1716,2020-03-27,wo_co_dien,60668.53
1717,2020-04-12,wo_others,109497.56
1718,2020-06-17,wo_others,266417.13
1719,2020-11-18,wo_others,318827.59
1720,2020-05-14,wo_ksnn,33079.03
1721,2020-07-05,wo_ksnn,34209.92
1722,2020-07-16,wo_ksnn,48065.37
1723,2020-10-21,wo_ksnn,34467.15
1724,2020-12-01,wo_ksnn,78364.4
1725,2020-09-04,wo_vt_cntt,168.0
1726,2020-07-10,wo_ktts,120.0
1727,2020-09-14,wo_ktts,360.0
1728,2020-01-06,wo_noc,14851.4
1729,2020-02-29,wo_ksnn,35946.49
1730,2020-03-27,wo_ksnn,35831.04
1731,2020-02-24,wo_noc,12679.15
1732,2020-04-25,wo_co_dien,32730.31
1733,2020-05-09,wo_co_dien,297032.58
1734,2020-10-04,wo_others,278398.96
1735,2020-11-20,wo_others,307434.96
1736,2020-05-15,wo_ksnn,40034.93
1737,2020-07-12,wo_ksnn,50185.3
1738,2020-09-23,wo_vt_cntt,192.0
1739,2020-11-18,wo_vt_cntt,189.33
1740,2020-07-03,wo_co_dien,282980.84
1741,2020-08-03,wo_co_dien,238595.64
1742,2020-10-20,wo_co_dien,78195.93
1743,2020-10-23,wo_co_dien,76689.47
1744,2020-08-16,wo_others,375112.91
1745,2020-06-25,wo_noc,25821.82
1746,2020-08-30,wo_noc,23131.95
1747,2020-11-01,wo_ksnn,20244.43
1748,2020-05-12,wo_vt_cntt,144.0
1749,2020-10-07,wo_others,392850.7
1750,2020-11-17,wo_noc,20309.65
1751,2020-07-02,wo_ksnn,39339.72
1752,2020-12-25,wo_ksnn,83344.52
1753,2020-08-23,wo_vt_cntt,192.0
1754,2020-06-17,wo_ktts,96.54
1755,2020-11-20,wo_ktts,384.0
1756,2020-01-14,wo_ksnn,5637.13
1757,2020-02-18,wo_others,144170.46
1758,2020-03-13,wo_others,206724.18
1759,2020-09-11,wo_others,416146.64
1760,2020-02-05,wo_co_dien,109081.26
1761,2020-02-04,wo_noc,18822.78
1762,2020-07-31,wo_noc,23059.66
1763,2020-12-15,wo_noc,22747.12
1764,2020-05-18,wo_ksnn,38637.24
1765,2020-03-19,wo_co_dien,94396.11
1766,2020-09-10,wo_ksnn,47813.85
1767,2020-10-01,wo_ksnn,62215.86
1768,2020-01-27,wo_vt_cntt,62489.41
1769,2020-02-19,wo_vt_cntt,80029.75
1770,2020-07-28,wo_vt_cntt,192.0
1771,2020-10-07,wo_vt_cntt,168.0
1772,2020-10-11,wo_vt_cntt,192.0
1773,2020-04-20,wo_ktts,24.0
1774,2020-02-04,wo_others,16511.24
1775,2020-02-10,wo_co_dien,117781.99
1776,2020-03-02,wo_noc,14895.45
1777,2020-11-28,wo_noc,22761.04
1778,2020-06-06,wo_ksnn,28870.24
1779,2020-08-04,wo_vt_cntt,192.0
1780,2020-11-09,wo_vt_cntt,168.0
1781,2020-12-31,wo_vt_cntt,168.0
1782,2020-07-12,wo_co_dien,316649.18
1783,2020-08-10,wo_co_dien,188678.56
1784,2020-12-22,wo_co_dien,143763.25
1785,2020-02-16,wo_ktts,24.0
1786,2020-04-03,wo_ktts,24.0
1787,2020-11-26,wo_ktts,384.0
1788,2020-12-05,wo_ksnn,82265.94
1789,2020-01-25,wo_others,13449.92
1790,2020-01-12,wo_noc,23827.73
1791,2020-01-13,wo_noc,24290.14
1792,2020-06-25,wo_ksnn,44800.01
1793,2020-02-18,wo_vt_cntt,80466.02
1794,2020-11-24,wo_vt_cntt,168.0
1795,2020-07-20,wo_co_dien,268852.43
1796,2020-07-31,wo_co_dien,113168.11
1797,2020-10-24,wo_ktts,360.0
1798,2020-12-09,wo_ktts,384.0
1799,2020-05-01,wo_co_dien,15984.72
1800,2020-07-01,wo_others,188396.82
1801,2020-10-01,wo_others,253620.42
1802,2020-11-27,wo_others,269875.48
1803,2020-06-20,wo_ksnn,45592.67
1804,2020-08-25,wo_ksnn,34230.16
1805,2020-05-07,wo_vt_cntt,144.0
1806,2020-11-05,wo_vt_cntt,168.0
1807,2020-02-04,wo_ksnn,31377.64
1808,2020-01-06,wo_co_dien,273122.62
1809,2020-01-07,wo_others,7157.65
1810,2020-05-18,wo_co_dien,241401.88
1811,2020-05-23,wo_co_dien,220006.16
1812,2020-07-19,wo_co_dien,275865.19
1813,2020-08-29,wo_co_dien,87084.93
1814,2020-10-12,wo_others,409021.47
1815,2020-10-18,wo_others,380362.83
1816,2020-07-16,wo_noc,22934.0
1817,2020-09-15,wo_ksnn,48615.88
1818,2020-11-20,wo_ksnn,53213.89
1819,2020-07-10,wo_vt_cntt,144.0
1820,2020-11-23,wo_vt_cntt,168.0
1821,2020-08-21,wo_ktts,360.0
1822,2020-02-05,wo_ksnn,31224.03
1823,2020-03-24,wo_noc,13701.89
1824,2020-05-22,wo_co_dien,213947.57
1825,2020-08-24,wo_co_dien,119643.67
1826,2020-09-13,wo_co_dien,142228.63
1827,2020-12-11,wo_ksnn,67765.81
1828,2020-05-29,wo_vt_cntt,144.0
1829,2020-08-23,wo_ktts,360.0
1830,2020-03-12,wo_noc,20349.55
1831,2020-02-27,wo_ksnn,36429.95
1832,2020-02-24,wo_ktts,24.0
1833,2020-03-07,wo_co_dien,132900.05
1834,2020-07-01,wo_noc,26111.29
1835,2020-09-04,wo_noc,21401.65
1836,2020-10-16,wo_noc,19849.67
1837,2020-06-24,wo_ksnn,45229.09
1838,2020-11-11,wo_ksnn,51029.23
1839,2020-07-02,wo_vt_cntt,144.0
1840,2020-09-02,wo_vt_cntt,168.0
1841,2020-03-08,wo_ksnn,34658.0
1842,2020-09-18,wo_co_dien,121216.73
1843,2020-05-03,wo_others,125793.64
1844,2020-09-24,wo_others,373424.32
1845,2020-05-21,wo_noc,21411.58
1846,2020-06-27,wo_noc,27316.13
1847,2020-10-21,wo_noc,17204.9
1848,2020-01-20,wo_ksnn,5740.57
1849,2020-03-09,wo_ksnn,34102.27
1850,2020-02-13,wo_others,43079.07
1851,2020-01-29,wo_noc,31313.17
1852,2020-02-01,wo_noc,26090.34
1853,2020-06-03,wo_co_dien,137352.83
1854,2020-05-29,wo_others,217632.61
1855,2020-09-21,wo_ksnn,49080.56
1856,2020-10-10,wo_ksnn,47303.72
1857,2020-07-31,wo_ktts,120.0
1858,2020-08-13,wo_others,391838.16
1859,2020-09-05,wo_others,377791.11
1860,2020-09-13,wo_others,395955.96
1861,2020-12-03,wo_others,274897.5
1862,2020-05-22,wo_noc,21359.36
1863,2020-05-22,wo_ktts,72.0
1864,2020-11-13,wo_ktts,384.0
1865,2020-03-12,wo_ksnn,31532.85
1866,2020-02-23,wo_noc,11679.29
1867,2020-03-06,wo_vt_cntt,76584.0
1868,2020-03-13,wo_ktts,24.0
1869,2020-02-08,wo_ksnn,27912.19
1870,2020-03-22,wo_ksnn,38703.5
1871,2020-01-12,wo_co_dien,181378.2
1872,2020-02-17,wo_others,149595.58
1873,2020-08-01,wo_others,251065.75
1874,2020-09-04,wo_others,348381.54
1875,2020-10-31,wo_others,273472.85
1876,2020-01-18,wo_vt_cntt,9668.49
1877,2020-07-30,wo_vt_cntt,192.0
1878,2020-05-06,wo_co_dien,315704.51
1879,2020-06-05,wo_co_dien,145530.28
1880,2020-12-02,wo_others,244071.19
1881,2020-06-23,wo_noc,25657.91
1882,2020-07-12,wo_noc,21922.91
1883,2020-09-27,wo_noc,21565.03
1884,2020-04-15,wo_ksnn,11199.36
1885,2020-10-20,wo_ksnn,35788.34
1886,2020-01-28,wo_vt_cntt,65782.99
1887,2020-10-03,wo_vt_cntt,192.0
1888,2020-06-14,wo_co_dien,192559.11
1889,2020-09-02,wo_co_dien,178531.42
1890,2020-02-15,wo_ktts,24.0
1891,2020-03-19,wo_ktts,24.0
1892,2020-02-02,wo_ksnn,32299.88
1893,2020-02-10,wo_ksnn,27162.89
1894,2020-04-10,wo_others,103195.67
1895,2020-02-23,wo_co_dien,75414.71
1896,2020-09-15,wo_noc,21164.91
1897,2020-09-20,wo_noc,20093.2
1898,2020-10-17,wo_ksnn,41214.84
1899,2020-06-01,wo_vt_cntt,144.0
1900,2020-12-27,wo_vt_cntt,192.0
1901,2020-12-16,wo_co_dien,158403.77
1902,2020-02-17,wo_ktts,24.0
1903,2020-08-19,wo_others,372043.7
1904,2020-06-08,wo_ksnn,26756.91
1905,2020-12-21,wo_ksnn,56214.4
1906,2020-08-21,wo_vt_cntt,192.0
1907,2020-10-05,wo_vt_cntt,176.24
1908,2020-10-23,wo_ktts,360.0
1909,2020-10-31,wo_ktts,360.0
1910,2020-02-05,wo_noc,16713.23
1911,2020-04-09,wo_others,98682.95
1912,2020-06-21,wo_co_dien,169834.43
1913,2020-08-05,wo_co_dien,230597.02
1914,2020-07-06,wo_others,203136.16
1915,2020-07-17,wo_others,225351.99
1916,2020-11-11,wo_others,335469.81
1917,2020-12-27,wo_others,277882.63
1918,2020-07-15,wo_noc,23143.52
1919,2020-08-21,wo_noc,25300.22
1920,2020-07-05,wo_vt_cntt,144.0
1921,2020-08-01,wo_vt_cntt,192.0
1922,2020-03-02,wo_ksnn,35208.24
1923,2020-02-29,wo_co_dien,23382.71
1924,2020-05-19,wo_co_dien,230620.71
1925,2020-10-02,wo_co_dien,87509.23
1926,2020-11-16,wo_co_dien,138956.81
1927,2020-05-24,wo_others,255733.65
1928,2020-11-05,wo_noc,19675.54
1929,2020-12-30,wo_noc,25730.47
1930,2020-06-07,wo_ksnn,27822.55
1931,2020-06-29,wo_ksnn,42628.33
1932,2020-09-14,wo_ksnn,46156.48
1933,2020-10-23,wo_vt_cntt,192.0
1934,2020-07-11,wo_ktts,120.0
1935,2020-10-21,wo_ktts,360.0
1936,2020-12-14,wo_ktts,384.0
1937,2020-01-06,wo_others,5285.77
1938,2020-01-15,wo_others,13030.21
1939,2020-10-31,wo_co_dien,45455.03
1940,2020-11-16,wo_others,325785.49
1941,2020-10-01,wo_noc,20566.09
1942,2020-06-23,wo_ksnn,44364.8
1943,2020-12-28,wo_ksnn,76634.65
1944,2020-10-29,wo_vt_cntt,168.0
1945,2020-12-03,wo_ktts,384.0
1946,2020-02-07,wo_ksnn,29137.01
1947,2020-02-15,wo_ksnn,22508.05
1948,2020-02-12,wo_others,33558.37
1949,2020-08-02,wo_others,250369.29
1950,2020-02-09,wo_co_dien,119713.39
1951,2020-03-02,wo_co_dien,140763.77
1952,2020-07-05,wo_noc,24961.89
1953,2020-10-10,wo_noc,18632.63
1954,2020-03-03,wo_vt_cntt,76633.24
1955,2020-06-23,wo_vt_cntt,144.0
1956,2020-12-01,wo_vt_cntt,168.0
1957,2020-10-18,wo_co_dien,76195.93
1958,2020-09-29,wo_ktts,360.0
1959,2020-04-03,wo_ksnn,32382.02
1960,2020-04-20,wo_co_dien,37165.04
1961,2020-05-12,wo_co_dien,282650.76
1962,2020-05-27,wo_co_dien,185765.06
1963,2020-06-06,wo_co_dien,142942.22
1964,2020-04-24,wo_noc,9610.06
1965,2020-08-12,wo_noc,29963.31
1966,2020-11-02,wo_noc,18144.97
1967,2020-12-18,wo_noc,22451.48
1968,2020-05-04,wo_ksnn,28243.73
1969,2020-06-07,wo_vt_cntt,144.0
1970,2020-03-14,wo_others,206077.99
1971,2020-05-16,wo_co_dien,253822.23
1972,2020-07-14,wo_co_dien,306011.43
1973,2020-05-25,wo_others,248418.74
1974,2020-10-17,wo_others,385032.15
1975,2020-09-22,wo_noc,20195.36
1976,2020-04-18,wo_vt_cntt,146.69
1977,2020-05-26,wo_vt_cntt,144.0
1978,2020-08-08,wo_vt_cntt,184.94
1979,2020-08-19,wo_vt_cntt,192.0
1980,2020-11-27,wo_vt_cntt,168.0
1981,2020-07-25,wo_ktts,120.0
1982,2020-01-27,wo_others,13297.83
1983,2020-03-10,wo_ktts,24.0
1984,2020-05-07,wo_ktts,24.0
1985,2020-05-26,wo_co_dien,201851.96
1986,2020-06-07,wo_co_dien,141428.16
1987,2020-12-04,wo_co_dien,122473.44
1988,2020-04-25,wo_noc,9241.73
1989,2020-04-26,wo_noc,9021.05
1990,2020-05-04,wo_others,124650.8
1991,2020-06-21,wo_others,239370.36
1992,2020-07-14,wo_others,220536.68
1993,2020-10-22,wo_others,344517.84
1994,2020-06-22,wo_noc,25072.33
1995,2020-11-06,wo_ksnn,49915.2
1996,2020-05-13,wo_ktts,48.0
1997,2020-05-31,wo_ktts,96.05
1998,2020-07-06,wo_ktts,120.0
1999,2020-08-08,wo_ktts,360.0
2000,2020-10-05,wo_ktts,360.0
2001,2020-12-08,wo_ktts,384.0
2002,2020-01-12,wo_others,9788.61
2003,2020-03-04,wo_co_dien,140692.36
2004,2020-04-11,wo_ksnn,20582.37
2005,2020-07-16,wo_others,219778.22
2006,2020-07-13,wo_noc,21864.51
2007,2020-11-25,wo_vt_cntt,168.0
2008,2020-06-19,wo_ktts,96.0
2009,2020-02-21,wo_ksnn,36289.34
2010,2020-09-16,wo_co_dien,127299.64
2011,2020-05-06,wo_others,143931.32
2012,2020-10-20,wo_others,361813.91
2013,2020-06-08,wo_noc,21657.56
2014,2020-06-17,wo_noc,21047.46
2015,2020-06-30,wo_noc,25211.74
2016,2020-11-26,wo_noc,22606.13
2017,2020-06-01,wo_ksnn,32843.32
2018,2020-07-23,wo_ksnn,45410.14
2019,2020-10-08,wo_vt_cntt,168.0
2020,2020-05-25,wo_ktts,85.03
2021,2020-09-13,wo_ktts,360.0
2022,2020-03-05,wo_ktts,24.0
2023,2020-01-30,wo_noc,31646.77
2024,2020-06-27,wo_co_dien,156285.27
2025,2020-12-24,wo_co_dien,138382.63
2026,2020-08-06,wo_others,295809.0
2027,2020-07-14,wo_noc,22981.64
2028,2020-08-11,wo_noc,26495.82
2029,2020-12-04,wo_noc,21570.62
2030,2020-10-18,wo_vt_cntt,213.32
2031,2020-12-10,wo_vt_cntt,168.0
2032,2020-08-11,wo_ktts,360.0
2033,2020-12-07,wo_ktts,384.0
2034,2020-02-20,wo_co_dien,88643.5
2035,2020-02-17,wo_noc,14193.86
2036,2020-03-20,wo_others,190061.17
2037,2020-06-01,wo_co_dien,125622.36
2038,2020-08-11,wo_co_dien,176862.77
2039,2020-05-18,wo_others,302897.27
2040,2020-06-12,wo_noc,24872.56
2041,2020-06-13,wo_vt_cntt,144.0
2042,2020-07-24,wo_vt_cntt,192.0
2043,2020-10-08,wo_ktts,360.0
2044,2020-11-12,wo_ktts,398.35
2045,2020-01-10,wo_co_dien,210004.5
2046,2020-02-02,wo_noc,23742.6
2047,2020-09-10,wo_co_dien,157928.42
2048,2020-04-17,wo_others,167658.99
2049,2020-04-24,wo_others,161001.07
2050,2020-06-15,wo_others,277072.97
2051,2020-08-17,wo_others,370864.4
2052,2020-05-23,wo_noc,19520.26
2053,2020-06-09,wo_noc,21077.53
2054,2020-08-07,wo_noc,31316.05
2055,2020-05-24,wo_ksnn,34650.09
2056,2020-05-13,wo_vt_cntt,144.0
2057,2020-12-26,wo_vt_cntt,192.0
2058,2020-11-24,wo_ktts,416.07
2059,2020-12-15,wo_ktts,384.0
2060,2020-01-20,wo_vt_cntt,22020.62
2061,2020-04-09,wo_ktts,24.0
2062,2020-01-01,wo_ksnn,682.55
2063,2020-01-23,wo_others,13594.05
2064,2020-02-20,wo_noc,12504.43
2065,2020-04-17,wo_noc,10507.33
2066,2020-07-24,wo_noc,24198.2
2067,2020-08-17,wo_ksnn,40387.63
2068,2020-02-05,wo_vt_cntt,81720.27
2069,2020-04-16,wo_vt_cntt,120.0
2070,2020-10-19,wo_vt_cntt,199.19
2071,2020-11-26,wo_vt_cntt,168.0
2072,2020-10-01,wo_co_dien,64771.2
2073,2020-02-26,wo_ktts,24.0
2074,2020-04-08,wo_ktts,24.0
2075,2020-10-28,wo_ktts,360.0
2076,2020-05-17,wo_co_dien,249034.52
2077,2020-07-23,wo_co_dien,235766.94
2078,2020-09-28,wo_co_dien,69664.4
2079,2020-09-30,wo_co_dien,48198.4
2080,2020-04-14,wo_others,126108.04
2081,2020-12-27,wo_noc,24446.5
2082,2020-04-24,wo_ksnn,32821.54
2083,2020-07-03,wo_ksnn,36610.57
2084,2020-08-03,wo_ksnn,28984.88
2085,2020-09-05,wo_ksnn,51793.82
2086,2020-11-19,wo_ksnn,53305.08
2087,2020-04-23,wo_vt_cntt,144.0
2088,2020-09-26,wo_vt_cntt,192.0
2089,2020-05-26,wo_ktts,96.0
2090,2020-09-24,wo_ktts,360.0
2091,2020-12-13,wo_ktts,384.0
2092,2020-01-11,wo_ksnn,5150.29
2093,2020-02-01,wo_ksnn,33051.92
2094,2020-02-21,wo_co_dien,83988.18
2095,2020-04-11,wo_ktts,24.0
2096,2020-04-07,wo_noc,13315.41
2097,2020-04-05,wo_others,84077.62
2098,2020-07-11,wo_co_dien,274274.78
2099,2020-05-11,wo_others,276951.82
2100,2020-10-30,wo_others,282254.89
2101,2020-08-03,wo_noc,20068.81
2102,2020-05-20,wo_ksnn,37359.9
2103,2020-12-20,wo_vt_cntt,192.0
2104,2020-12-30,wo_vt_cntt,180.15
2105,2020-10-22,wo_ktts,360.0
2106,2020-12-31,wo_ktts,384.0
2107,2020-03-15,wo_ksnn,28775.52
2108,2020-04-17,wo_vt_cntt,120.0
2109,2020-04-09,wo_ksnn,24273.68
2110,2020-03-05,wo_others,168615.73
2111,2020-05-10,wo_others,279030.93
2112,2020-06-22,wo_others,236533.39
2113,2020-02-03,wo_co_dien,14143.91
2114,2020-02-08,wo_co_dien,120870.5
2115,2020-07-28,wo_noc,30034.73
2116,2020-12-12,wo_co_dien,106146.29
2117,2020-12-15,wo_co_dien,161772.64
2118,2020-12-31,wo_co_dien,116470.11
2119,2020-02-13,wo_ktts,24.0
2120,2020-08-07,wo_ktts,360.0
2121,2020-12-23,wo_ktts,384.0
2122,2020-12-26,wo_ktts,384.0
2123,2020-11-21,wo_ksnn,52924.88
2124,2020-08-04,wo_ksnn,25275.59
2125,2020-10-26,wo_ktts,360.0
2126,2020-12-01,wo_noc,20911.26
2127,2020-09-04,wo_ksnn,53670.1
2128,2020-09-12,wo_ksnn,46919.66
2129,2020-09-20,wo_ksnn,49770.61
2130,2020-11-04,wo_ksnn,33566.21
2131,2020-11-23,wo_ksnn,51505.79
2132,2020-12-12,wo_vt_cntt,168.0
2133,2020-03-23,wo_ksnn,38147.33
2134,2020-03-24,wo_others,174103.92
2135,2020-02-19,wo_co_dien,92719.26
2136,2020-01-31,wo_vt_cntt,80914.5
2137,2020-06-09,wo_co_dien,136485.2
2138,2020-03-25,wo_ktts,24.0
2139,2020-04-05,wo_ktts,24.0
2140,2021-01-28,wo_noc,10051.46
2141,2021-01-29,wo_noc,9570.26
2142,2021-03-20,wo_noc,10400.3
2143,2021-03-04,wo_others,79923.92
2144,2021-06-27,wo_others,136844.42
2145,2021-08-01,wo_others,137634.79
2146,2021-08-02,wo_noc,9090.37
2147,2021-10-20,wo_ksnn,109268.45
2148,2021-08-28,wo_noc,7636.3
2149,2021-09-18,wo_ktts,201.52
2150,2021-01-28,wo_co_dien,72722.88
2151,2021-06-07,wo_co_dien,27033.81
2152,2021-01-13,wo_ksnn,11220.41
2153,2021-02-07,wo_vt_cntt,48.0
2154,2021-02-13,wo_noc,8841.34
2155,2021-07-02,wo_ksnn,115438.89
